BOLIVIA,SANTA CRUZ,Vallegrande,BOL.8.12_1,27543
BOLIVIA,SANTA CRUZ,Florida,BOL.8.4_1,39578
BOLIVIA,SANTA CRUZ,Obispo Santiestevan,BOL.8.10_1,221142
BOLIVIA,SANTA CRUZ,Ñuflo de Chávez,BOL.8.9_1,152874
BOLIVIA,SANTA CRUZ,Angel Sandoval,,15960
BOLIVIA,SANTA CRUZ,Manuel Maria Caballero,BOL.8.8_1,27213
BOLIVIA,SANTA CRUZ,German Busch,,52533
BOLIVIA,SANTA CRUZ,Guarayos,,63593
BOLIVIA,BENI,Cercado,BOL.3.1_1,136563
BOLIVIA,BENI,Vaca Diez,BOL.3.6_1,146201
BOLIVIA,BENI,José Ballivián,BOL.3.2_1,94610
BOLIVIA,BENI,Yacuma,BOL.3.7_1,24823
BOLIVIA,BENI,Moxos,BOL.3.5_1,22564
BOLIVIA,BENI,Marban,BOL.3.4_1,17393
BOLIVIA,BENI,Mamore,BOL.3.3_1,14253
BOLIVIA,BENI,Itenez,,23901
BOLIVIA,PANDO,Nicolás Suárez,,95982
BOLIVIA,PANDO,Manuripi,,16752
BOLIVIA,PANDO,Madre de Dios,,29138
BOLIVIA,PANDO,Abuna,,4346
BOLIVIA,PANDO,Federico Román,BOL.6.1_1,8137
